loss,val_acc,test_acc
1.609057068824768,0.902,0.884
0.7501561045646667,0.916,0.894
0.45849326252937317,0.922,0.904
0.3326444923877716,0.928,0.9
0.2643406093120575,0.928,0.903
0.21732661128044128,0.926,0.911
0.18100160360336304,0.93,0.921
0.15470129251480103,0.93,0.929
0.13632942736148834,0.926,0.928
0.12293528020381927,0.922,0.929
0.11248794198036194,0.924,0.931
0.10383416712284088,0.924,0.931
0.09628403931856155,0.93,0.934
0.08939649164676666,0.928,0.934
0.08290074020624161,0.924,0.934
0.07665887475013733,0.914,0.933
0.07063471525907516,0.916,0.933
0.06486097723245621,0.916,0.936
0.059404436498880386,0.916,0.935
0.05433297157287598,0.916,0.934
0.04969142749905586,0.916,0.937
0.04548925533890724,0.916,0.937
0.041701238602399826,0.918,0.937
0.03827928379178047,0.918,0.937
0.03516846522688866,0.916,0.939
0.03232176601886749,0.922,0.939
0.02970888651907444,0.926,0.941
0.027317902073264122,0.928,0.943
0.025150995701551437,0.928,0.945
0.02321675978600979,0.928,0.948
0.021521715447306633,0.928,0.948
0.020063916221261024,0.928,0.95
0.018830180168151855,0.928,0.949
0.01779702864587307,0.93,0.95
0.01693425513803959,0.932,0.951
0.016209308058023453,0.932,0.951
0.015591125935316086,0.932,0.952
0.015052752569317818,0.932,0.952
0.014572462998330593,0.932,0.952
0.014133941382169724,0.932,0.952
0.013725615106523037,0.932,0.952
0.013339820317924023,0.932,0.952
0.01297184731811285,0.932,0.952
0.012618991546332836,0.934,0.953
0.012279903516173363,0.934,0.952
0.011953993700444698,0.934,0.952
0.01164107397198677,0.934,0.952
0.01134113036096096,0.934,0.952
0.01105414517223835,0.938,0.952
0.010780040174722672,0.938,0.952
0.010518680326640606,0.938,0.952
0.010269922204315662,0.938,0.951
0.010033626109361649,0.938,0.951
0.009809721261262894,0.938,0.951
0.009598137810826302,0.938,0.951
0.009398865513503551,0.938,0.951
0.009211811237037182,0.94,0.95
0.009036763571202755,0.94,0.95
0.008873328566551208,0.94,0.951
0.008720886893570423,0.94,0.951
0.00857856310904026,0.938,0.951
0.008445323444902897,0.938,0.951
0.008320001885294914,0.938,0.951
0.00820144172757864,0.938,0.951
0.00808847974985838,0.938,0.951
0.0079801632091403,0.938,0.951
0.007875639945268631,0.938,0.951
0.007774275727570057,0.938,0.951
0.007675606291741133,0.938,0.952
0.007579335477203131,0.938,0.952
0.007485283073037863,0.938,0.952
0.007393337320536375,0.938,0.952
0.0073034572415053844,0.938,0.952
0.007215586490929127,0.938,0.952
0.007129715755581856,0.938,0.953
0.007045758422464132,0.938,0.953
0.006963664200156927,0.938,0.953
0.0068833851255476475,0.938,0.953
0.006804862059652805,0.938,0.953
0.006728020031005144,0.938,0.952
0.006652836687862873,0.94,0.952
0.006579284556210041,0.94,0.952
0.006507331971079111,0.942,0.952
0.006436985917389393,0.944,0.952
0.006368214730173349,0.944,0.952
0.0063010454177856445,0.944,0.953
0.006235446315258741,0.944,0.953
0.00617138622328639,0.944,0.953
