loss,val_acc,test_acc
2.2477052211761475,0.884,0.872
2.308680295944214,0.884,0.874
2.377838134765625,0.88,0.875
2.1902804374694824,0.88,0.874
2.410940408706665,0.88,0.872
2.677473783493042,0.878,0.871
2.2812070846557617,0.884,0.875
2.506831169128418,0.878,0.875
2.690345525741577,0.868,0.863
2.291996955871582,0.866,0.858
2.4849660396575928,0.868,0.853
2.5851409435272217,0.866,0.85
2.6274118423461914,0.866,0.851
2.5815343856811523,0.866,0.849
3.177950620651245,0.866,0.85
1.9356552362442017,0.866,0.852
2.188579797744751,0.868,0.851
2.7458770275115967,0.872,0.849
2.1054129600524902,0.876,0.851
2.396460771560669,0.88,0.854
2.3082222938537598,0.886,0.863
2.710815906524658,0.89,0.876
1.7600857019424438,0.894,0.883
2.4659695625305176,0.902,0.888
3.161529779434204,0.904,0.896
2.0263724327087402,0.906,0.896
2.374453067779541,0.906,0.894
2.187807083129883,0.906,0.89
3.206713914871216,0.904,0.887
2.975067615509033,0.904,0.89
2.716477632522583,0.906,0.888
3.017263412475586,0.908,0.886
2.371934413909912,0.906,0.888
2.3565080165863037,0.904,0.887
2.5592541694641113,0.904,0.885
2.4608535766601562,0.902,0.885
2.5265302658081055,0.904,0.885
2.3312885761260986,0.906,0.886
2.7479286193847656,0.904,0.887
2.788546562194824,0.906,0.887
2.306968927383423,0.908,0.889
2.832529067993164,0.906,0.89
2.1548304557800293,0.91,0.891
2.320378303527832,0.908,0.893
1.8642950057983398,0.906,0.887
2.7741243839263916,0.906,0.883
2.7525317668914795,0.9,0.876
2.160693407058716,0.894,0.87
2.3425185680389404,0.888,0.862
2.4394822120666504,0.888,0.862
2.022212028503418,0.89,0.865
2.1650259494781494,0.888,0.865
1.8875356912612915,0.886,0.863
2.0943057537078857,0.888,0.863
2.6298465728759766,0.884,0.86
2.0880911350250244,0.886,0.858
2.4584085941314697,0.886,0.858
2.1526896953582764,0.888,0.862
2.0540239810943604,0.89,0.865
2.2183518409729004,0.894,0.873
2.53981614112854,0.904,0.883
2.1551008224487305,0.918,0.9
1.8176281452178955,0.922,0.907
2.0372979640960693,0.922,0.914
2.076343297958374,0.926,0.915
2.333543062210083,0.924,0.917
2.4142231941223145,0.928,0.917
2.3068599700927734,0.928,0.92
1.9850300550460815,0.932,0.922
2.4673290252685547,0.932,0.925
1.7981600761413574,0.932,0.925
1.7266751527786255,0.938,0.928
