loss,val_acc,test_acc
1.7293604612350464,0.614,0.638
0.8880533576011658,0.874,0.857
0.47493040561676025,0.87,0.857
0.32665398716926575,0.878,0.859
0.27402713894844055,0.886,0.862
0.2493661791086197,0.892,0.862
0.2333488017320633,0.9,0.867
0.22142785787582397,0.904,0.869
0.2130640596151352,0.9,0.868
0.20795436203479767,0.89,0.865
0.20489512383937836,0.89,0.867
0.20249740779399872,0.888,0.864
0.2002737820148468,0.89,0.861
0.19861145317554474,0.89,0.862
0.19796328246593475,0.886,0.863
0.19823361933231354,0.89,0.862
0.1987694948911667,0.89,0.863
0.1987682431936264,0.888,0.864
0.1977018415927887,0.89,0.863
0.19550684094429016,0.888,0.865
0.19252657890319824,0.89,0.867
0.18930929899215698,0.892,0.864
0.1863682121038437,0.89,0.866
0.1839853972196579,0.888,0.866
0.1821247637271881,0.89,0.867
0.18049846589565277,0.886,0.866
0.17875643074512482,0.888,0.867
0.17667870223522186,0.892,0.868
0.1742507517337799,0.888,0.869
0.17159835994243622,0.888,0.867
0.16886678338050842,0.888,0.867
0.16613923013210297,0.89,0.866
0.16343383491039276,0.89,0.866
0.16075177490711212,0.89,0.866
0.15812277793884277,0.89,0.867
0.15561386942863464,0.89,0.867
0.15329834818840027,0.886,0.867
0.1512114554643631,0.886,0.867
0.14932456612586975,0.886,0.868
0.14755985140800476,0.886,0.869
0.14583921432495117,0.886,0.869
0.14413350820541382,0.886,0.87
0.14247876405715942,0.886,0.869
0.1409495323896408,0.884,0.869
0.13960908353328705,0.886,0.869
0.13847222924232483,0.888,0.869
0.13749998807907104,0.888,0.869
0.13662298023700714,0.888,0.869
0.13577474653720856,0.886,0.869
0.13491494953632355,0.884,0.869
0.13403281569480896,0.884,0.871
0.13313569128513336,0.884,0.87
0.1322329193353653,0.884,0.871
0.1313268393278122,0.884,0.871
0.1304134726524353,0.882,0.872
0.12948857247829437,0.882,0.872
0.12855182588100433,0.882,0.871
0.1276056319475174,0.884,0.872
0.12665067613124847,0.884,0.872
0.12568464875221252,0.886,0.872
0.12470492720603943,0.886,0.872
0.12371409684419632,0.886,0.873
0.12272276729345322,0.886,0.873
0.12174674868583679,0.886,0.874
0.12080015987157822,0.888,0.875
0.1198890432715416,0.888,0.875
0.11900916695594788,0.888,0.875
0.11815091967582703,0.888,0.875
0.11730698496103287,0.888,0.875
0.11647753417491913,0.89,0.875
0.1156691461801529,0.89,0.875
0.11488916724920273,0.89,0.875
0.11414043605327606,0.89,0.875
0.11341936141252518,0.89,0.875
0.11271895468235016,0.89,0.875
0.11203301697969437,0.89,0.875
0.11135886609554291,0.89,0.875
0.11069666594266891,0.89,0.875
0.11004801094532013,0.89,0.875
0.10941340774297714,0.89,0.875
0.10879223048686981,0.888,0.875
0.10818307846784592,0.888,0.875
0.10758444666862488,0.888,0.875
0.1069953665137291,0.888,0.875
0.10641499608755112,0.89,0.875
0.10584340989589691,0.89,0.877
0.10528102517127991,0.892,0.877
0.10472910851240158,0.892,0.877
0.10418861359357834,0.89,0.877
0.10365987569093704,0.89,0.875
0.10314199328422546,0.89,0.875
0.10263393819332123,0.89,0.876
0.10213495790958405,0.89,0.876
0.10164561122655869,0.89,0.877
0.10116665810346603,0.89,0.876
0.10069860517978668,0.89,0.876
0.10024097561836243,0.892,0.876
0.0997927337884903,0.89,0.876
0.09935273975133896,0.89,0.878
0.09892066568136215,0.892,0.879
0.09849657863378525,0.892,0.88
0.09808048605918884,0.892,0.88
0.09767233580350876,0.892,0.879
0.09727160632610321,0.892,0.879
0.09687753021717072,0.892,0.879
0.09648983180522919,0.892,0.879
0.09610818326473236,0.892,0.879
0.09573248773813248,0.892,0.879
0.09536286443471909,0.894,0.879
0.09499892592430115,0.894,0.878
0.09464060515165329,0.894,0.879
0.09428761899471283,0.896,0.879
0.09393981844186783,0.896,0.88
0.09359706938266754,0.896,0.88
0.09325917810201645,0.896,0.88
0.09292615205049515,0.896,0.88
0.09259795397520065,0.896,0.88
0.09227442741394043,0.896,0.88
0.0919555127620697,0.896,0.88
0.0916408970952034,0.898,0.88
0.09133050590753555,0.9,0.88
0.09102422744035721,0.9,0.88
0.09072203934192657,0.898,0.88
0.0904238149523735,0.9,0.88
0.09012945741415024,0.9,0.88
0.08983881026506424,0.9,0.88
0.08955170959234238,0.9,0.88
0.08926808089017868,0.9,0.881
0.08898791670799255,0.9,0.881
0.08871106058359146,0.9,0.882
0.08843746781349182,0.9,0.882
0.08816705644130707,0.9,0.882
0.08789971470832825,0.902,0.882
0.08763530850410461,0.902,0.882
0.08737384527921677,0.902,0.882
0.08711527287960052,0.902,0.882
0.08685946464538574,0.902,0.882
0.08660642802715302,0.9,0.881
0.08635608851909637,0.9,0.881
0.08610837161540985,0.9,0.881
0.08586318045854568,0.9,0.881
0.08562050759792328,0.9,0.881
0.08538032323122025,0.9,0.881
0.0851426050066948,0.9,0.881
0.0849071741104126,0.9,0.88
0.08467407524585724,0.9,0.88
0.08444324880838394,0.9,0.88
0.08421468734741211,0.9,0.88
0.0839882642030716,0.9,0.88
0.08376400172710419,0.902,0.88
0.08354182541370392,0.902,0.881
0.083321712911129,0.902,0.881
0.08310358226299286,0.902,0.881
0.08288747817277908,0.904,0.881
0.08267328143119812,0.904,0.881
0.08246101438999176,0.904,0.882
0.08225058764219284,0.904,0.881
0.08204202353954315,0.902,0.881
0.08183523267507553,0.902,0.881
0.08163025975227356,0.902,0.881
0.08142697811126709,0.902,0.881
0.0812254324555397,0.902,0.881
0.08102555572986603,0.902,0.881
0.08082730323076248,0.902,0.881
