loss,val_acc,test_acc
0.08063069730997086,0.902,0.881
0.08043570816516876,0.902,0.881
0.08024227619171143,0.902,0.881
0.08005034178495407,0.902,0.881
0.07985994219779968,0.902,0.881
0.07967106252908707,0.902,0.881
0.07948361337184906,0.902,0.881
0.07929760962724686,0.902,0.881
0.07911302894353867,0.898,0.882
0.07892990112304688,0.896,0.882
0.07874802500009537,0.896,0.882
0.07856761664152145,0.896,0.881
0.07838848978281021,0.896,0.882
0.07821068912744522,0.896,0.882
0.07803414016962051,0.896,0.882
0.07785893976688385,0.896,0.882
0.0776849165558815,0.896,0.882
0.07751216739416122,0.896,0.882
0.07734058052301407,0.896,0.882
0.0771702378988266,0.896,0.882
0.07700106501579285,0.896,0.882
0.07683301717042923,0.896,0.882
0.07666615396738052,0.896,0.882
