loss,val_acc,test_acc
2.526345729827881,0.894,0.884
2.853217124938965,0.894,0.887
2.88362717628479,0.896,0.885
2.509935140609741,0.898,0.883
3.4712793827056885,0.896,0.884
3.4872970581054688,0.9,0.883
3.0970609188079834,0.904,0.883
3.5640196800231934,0.908,0.882
2.5011560916900635,0.92,0.882
3.1066815853118896,0.918,0.878
3.2695271968841553,0.916,0.875
2.1517763137817383,0.916,0.877
3.1591742038726807,0.912,0.877
2.1995749473571777,0.91,0.877
2.6545913219451904,0.906,0.881
2.6771461963653564,0.904,0.882
2.721666097640991,0.906,0.881
2.9913687705993652,0.906,0.885
1.9176957607269287,0.902,0.888
2.430522918701172,0.904,0.889
3.1258087158203125,0.902,0.889
3.7910234928131104,0.902,0.885
2.0418524742126465,0.892,0.885
2.964918851852417,0.888,0.886
2.9502415657043457,0.888,0.888
2.448552370071411,0.892,0.889
2.469984292984009,0.896,0.891
2.452873945236206,0.896,0.893
2.2840218544006348,0.894,0.895
2.0583884716033936,0.898,0.895
2.4088337421417236,0.896,0.894
2.3195488452911377,0.898,0.892
2.6849870681762695,0.896,0.889
2.442551612854004,0.894,0.88
1.9882363080978394,0.886,0.873
2.278442859649658,0.884,0.865
1.8808225393295288,0.884,0.861
2.7131495475769043,0.884,0.859
2.3474583625793457,0.888,0.858
3.1950056552886963,0.886,0.859
2.311937093734741,0.886,0.861
2.324968099594116,0.884,0.86
2.4305057525634766,0.884,0.858
2.2387642860412598,0.88,0.853
2.2465293407440186,0.878,0.852
2.0353007316589355,0.88,0.849
1.8972750902175903,0.882,0.851
2.491208553314209,0.886,0.852
2.6321942806243896,0.886,0.857
2.6902947425842285,0.882,0.858
1.858177900314331,0.88,0.854
1.7945878505706787,0.88,0.854
2.1869325637817383,0.88,0.855
2.0546789169311523,0.884,0.858
3.08524227142334,0.882,0.861
2.08910870552063,0.884,0.865
2.497307062149048,0.884,0.866
1.9139822721481323,0.88,0.867
1.806969404220581,0.884,0.863
2.61803936958313,0.888,0.862
2.018173933029175,0.89,0.862
1.8030681610107422,0.894,0.861
1.6772960424423218,0.892,0.857
2.263080596923828,0.89,0.859
2.2429821491241455,0.894,0.864
2.3957290649414062,0.894,0.866
1.88265860080719,0.894,0.866
2.1451618671417236,0.894,0.867
1.595656156539917,0.896,0.872
1.9835923910140991,0.902,0.875
1.6414697170257568,0.914,0.887
1.9974141120910645,0.912,0.891
2.043148994445801,0.91,0.886
2.4357714653015137,0.91,0.883
1.8474504947662354,0.912,0.887
1.6780818700790405,0.912,0.886
1.841870903968811,0.91,0.883
2.2347447872161865,0.912,0.881
1.8539974689483643,0.908,0.876
1.878835678100586,0.914,0.882
1.7062318325042725,0.916,0.885
2.1396384239196777,0.918,0.885
1.9225194454193115,0.912,0.883
1.8087207078933716,0.906,0.88
2.1736433506011963,0.906,0.879
1.8299479484558105,0.902,0.877
2.0895822048187256,0.894,0.873
1.662752628326416,0.894,0.87
2.006345510482788,0.892,0.869
2.3994929790496826,0.886,0.861
1.906463861465454,0.886,0.863
2.06589674949646,0.886,0.863
2.0505266189575195,0.89,0.865
1.912710428237915,0.89,0.865
2.1755387783050537,0.89,0.864
